
Récapitulatif de mes puissances atteintes en W

Date et heure de relève par le distributeur;Puissance atteinte (W);Nature de la donnée
15:30:00;1950;Réelle
15:00:00;2047;Réelle
14:30:00;1763;Réelle
14:00:00;1756;Réelle
13:30:00;1576;Réelle
13:00:00;1569;Réelle
12:30:00;2185;Réelle
12:00:00;2282;Réelle
11:30:00;1998;Réelle
11:00:00;2095;Réelle
10:30:00;1811;Réelle
10:00:00;1908;Réelle
09:30:00;1624;Réelle
09:00:00;1721;Réelle
08:30:00;1437;Réelle
08:00:00;1430;Réelle
07:30:00;2150;Réelle
07:00:00;2143;Réelle
06:30:00;1859;Réelle
06:00:00;1956;Réelle
05:30:00;2172;Réelle
05:00:00;2269;Réelle
04:30:00;1985;Réelle
04:00:00;2082;Réelle
03:30:00;2698;Réelle
03:00:00;2795;Réelle
02:30:00;2511;Réelle
02:00:00;2504;Réelle
01:30:00;2324;Réelle
01:00:00;2317;Réelle
00:30:00;2033;Réelle

02/02/2025;;
00:00:00;2106;Réelle
23:30:00;2018;Réelle
23:00:00;2115;Réelle
22:30:00;2731;Réelle
22:00:00;2828;Réelle
21:30:00;2544;Réelle
21:00:00;2641;Réelle
20:30:00;2357;Réelle
20:00:00;2454;Réelle
19:30:00;3070;Réelle
19:00:00;3063;Réelle
18:30:00;2883;Réelle
18:00:00;2876;Réelle
17:30:00;1692;Réelle
17:00:00;1789;Réelle
16:30:00;1505;Réelle
16:00:00;1602;Réelle
15:30:00;2218;Réelle
15:00:00;1415;Réelle
14:30:00;2031;Réelle
14:00:00;2128;Réelle
13:30:00;1844;Réelle
13:00:00;1837;Réelle
12:30:00;1657;Réelle
12:00:00;1650;Réelle
11:30:00;2266;Réelle
11:00:00;1463;Réelle
10:30:00;2079;Réelle
10:00:00;2176;Réelle
09:30:00;1892;Réelle
09:00:00;1989;Réelle
08:30:00;1705;Réelle
08:00:00;1802;Réelle
07:30:00;1518;Réelle
07:00:00;1511;Réelle
06:30:00;2231;Réelle
06:00:00;2224;Réelle
05:32:24;2440;Réelle
05:30:00;2537;Réelle
05:00:00;2634;Réelle
04:30:00;2350;Réelle
04:00:00;2447;Réelle
03:30:00;2163;Réelle
03:00:00;2156;Réelle
02:30:00;1976;Réelle
02:00:00;1969;Réelle
01:30:00;2585;Réelle
01:00:00;2682;Réelle
00:30:00;2398;Réelle

01/02/2025;;
00:00:00;2471;Réelle
23:30:00;1483;Réelle
23:00:00;1580;Réelle
22:30:00;3096;Réelle
22:00:00;3193;Réelle
21:30:00;2909;Réelle
21:00:00;2902;Réelle
20:30:00;2722;Réelle
20:00:00;2715;Réelle
19:30:00;2431;Réelle
19:00:00;2528;Réelle
18:30:00;3144;Réelle
18:00:00;2341;Réelle
17:30:00;2057;Réelle
17:00:00;2154;Réelle
16:30:00;1870;Réelle
16:00:00;1967;Réelle
15:30:00;1683;Réelle
15:00:00;1676;Réelle
14:30:00;1496;Réelle
14:00:00;1489;Réelle
13:30:00;2105;Réelle
13:00:00;2202;Réelle
12:30:00;1918;Réelle
12:00:00;2015;Réelle
11:30:00;1731;Réelle
11:00:00;1828;Réelle
10:30:00;1544;Réelle
10:00:00;1641;Réelle
09:30:00;2257;Réelle
09:00:00;2250;Réelle
08:30:00;2070;Réelle
08:00:00;2063;Réelle
07:30:00;1779;Réelle
07:00:00;1876;Réelle
06:30:00;1592;Réelle
06:00:00;1689;Réelle
05:30:00;1905;Réelle
05:00:00;2002;Réelle
04:30:00;2618;Réelle
04:00:00;2715;Réelle
03:30:00;2431;Réelle
03:00:00;2424;Réelle
02:30:00;2244;Réelle
02:00:00;2237;Réelle
01:30:00;1953;Réelle
01:00:00;2050;Réelle
00:30:00;2666;Réelle

31/01/2025;;
23:30:00;1751;Réelle
23:00:00;1848;Réelle
22:30:00;2464;Réelle
22:00:00;2561;Réelle
21:30:00;3177;Réelle
21:00:00;2374;Réelle
20:30:00;2990;Réelle
20:00:00;2983;Réelle
19:30:00;2803;Réelle
19:00:00;2796;Réelle
18:30:00;2512;Réelle
18:00:00;2609;Réelle
17:30:00;1425;Réelle
17:00:00;1522;Réelle
16:30:00;2138;Réelle
16:00:00;2235;Réelle
15:30:00;1951;Réelle
15:00:00;2048;Réelle
14:30:00;1764;Réelle
14:00:00;1757;Réelle
13:30:00;1577;Réelle
13:00:00;1570;Réelle
12:30:00;2186;Réelle
12:00:00;2283;Réelle
11:30:00;1999;Réelle
11:00:00;2096;Réelle
10:30:00;1812;Réelle
10:00:00;1909;Réelle
09:30:00;1625;Réelle
09:00:00;1722;Réelle
08:30:00;1438;Réelle
08:00:00;1431;Réelle
07:30:00;2151;Réelle
07:00:00;2144;Réelle
06:30:00;1860;Réelle
06:00:00;1957;Réelle
05:30:00;2173;Réelle
05:00:00;2270;Réelle
04:30:00;1986;Réelle
04:00:00;2083;Réelle
03:30:00;2699;Réelle
03:00:00;2796;Réelle
02:30:00;2512;Réelle
02:00:00;2505;Réelle
01:30:00;2325;Réelle
01:00:00;2318;Réelle
00:30:00;2034;Réelle

30/01/2025;;
00:00:00;2197;Réelle
23:30:00;2213;Réelle
23:00:00;2206;Réelle
22:30:00;2822;Réelle
22:00:00;2919;Réelle
21:30:00;2635;Réelle
21:00:00;2732;Réelle
20:30:00;2448;Réelle
20:00:00;2545;Réelle
19:30:00;3161;Réelle
19:00:00;2358;Réelle
18:30:00;2974;Réelle
18:00:00;2967;Réelle
17:30:00;1887;Réelle
17:00:00;1880;Réelle
16:30:00;1596;Réelle
16:00:00;1693;Réelle
15:30:00;1409;Réelle
15:00:00;1506;Réelle
14:30:00;2122;Réelle
14:00:00;2219;Réelle
13:30:00;1935;Réelle
13:00:00;2032;Réelle
12:30:00;1748;Réelle
12:00:00;1741;Réelle
11:30:00;1561;Réelle
11:00:00;1554;Réelle
10:30:00;2170;Réelle
10:00:00;2267;Réelle
09:30:00;1983;Réelle
09:00:00;2080;Réelle
08:30:00;1796;Réelle
08:00:00;1893;Réelle
07:30:00;1609;Réelle
07:00:00;1706;Réelle
06:30:00;1422;Réelle
06:00:00;1415;Réelle
05:30:00;2635;Réelle
05:00:00;2628;Réelle
04:30:00;2344;Réelle
04:00:00;2441;Réelle
03:30:00;2157;Réelle
03:00:00;2254;Réelle
02:30:00;1970;Réelle
02:00:00;2067;Réelle
01:30:00;2683;Réelle
01:00:00;2780;Réelle
00:30:00;2496;Réelle

29/01/2025;;
00:00:00;2562;Réelle
23:30:00;1574;Réelle
23:00:00;1671;Réelle
22:30:00;3187;Réelle
22:00:00;2384;Réelle
21:30:00;3000;Réelle
21:00:00;3097;Réelle
20:30:00;2813;Réelle
20:00:00;2910;Réelle
19:30:00;2626;Réelle
19:00:00;2619;Réelle
18:30:00;2439;Réelle
18:00:00;2432;Réelle
17:30:00;2148;Réelle
17:00:00;2245;Réelle
16:30:00;1961;Réelle
16:00:00;2058;Réelle
15:30:00;1774;Réelle
15:00:00;1871;Réelle
14:30:00;1587;Réelle
14:00:00;1684;Réelle
13:30:00;1400;Réelle
13:00:00;2293;Réelle
12:30:00;2113;Réelle
12:00:00;2106;Réelle
11:30:00;1822;Réelle
11:00:00;1919;Réelle
10:30:00;1635;Réelle
10:00:00;1732;Réelle
09:30:00;1448;Réelle
09:00:00;1545;Réelle
08:30:00;2161;Réelle
08:00:00;2258;Réelle
07:30:00;1974;Réelle
07:00:00;1967;Réelle
06:30:00;1787;Réelle
06:00:00;1780;Réelle
05:30:00;1996;Réelle
05:00:00;2093;Réelle
04:30:00;2709;Réelle
04:00:00;1906;Réelle
03:30:00;2522;Réelle
03:00:00;2619;Réelle
02:30:00;2335;Réelle
02:00:00;2432;Réelle
01:30:00;2148;Réelle
01:00:00;2141;Réelle
00:30:00;1961;Réelle

28/01/2025;;
00:00:00;2027;Réelle
23:30:00;1939;Réelle
23:00:00;2036;Réelle
22:30:00;2652;Réelle
22:00:00;2749;Réelle
21:30:00;2465;Réelle
21:00:00;2458;Réelle
20:30:00;3178;Réelle
20:00:00;3171;Réelle
19:30:00;2887;Réelle
19:00:00;2984;Réelle
18:30:00;2700;Réelle
18:00:00;2797;Réelle
17:30:00;1613;Réelle
17:00:00;1710;Réelle
16:30:00;1426;Réelle
16:00:00;1523;Réelle
15:30:00;2139;Réelle
15:00:00;2132;Réelle
14:30:00;1952;Réelle
14:00:00;1945;Réelle
13:30:00;1661;Réelle
13:00:00;1758;Réelle
12:30:00;1474;Réelle
12:00:00;1571;Réelle
11:30:00;2187;Réelle
11:00:00;2284;Réelle
10:30:00;2000;Réelle
10:00:00;2097;Réelle
09:30:00;1813;Réelle
09:00:00;1806;Réelle
08:30:00;1626;Réelle
08:00:00;1619;Réelle
07:30:00;2235;Réelle
07:00:00;1432;Réelle
06:30:00;2048;Réelle
06:00:00;2145;Réelle
05:30:00;2361;Réelle
05:00:00;2458;Réelle
04:30:00;2174;Réelle
04:00:00;2271;Réelle
03:30:00;1987;Réelle
03:00:00;1980;Réelle
02:30:00;2700;Réelle
02:00:00;2693;Réelle
01:30:00;2409;Réelle
01:00:00;2506;Réelle
00:30:00;2222;Réelle

27/01/2025;;
00:00:00;2392;Réelle
23:30:00;1404;Réelle
23:00:00;1501;Réelle
22:30:00;3017;Réelle
22:00:00;3010;Réelle
21:30:00;2830;Réelle
21:00:00;2823;Réelle
20:30:00;2539;Réelle
20:00:00;2636;Réelle
19:30:00;2352;Réelle
19:00:00;2449;Réelle
18:30:00;3065;Réelle
18:00:00;3162;Réelle
17:30:00;1978;Réelle
17:00:00;2075;Réelle
16:30:00;1791;Réelle
16:00:00;1784;Réelle
15:30:00;1604;Réelle
15:00:00;1597;Réelle
14:30:00;2213;Réelle
14:00:00;1410;Réelle
13:30:00;2026;Réelle
13:00:00;2123;Réelle
12:30:00;1839;Réelle
12:00:00;1936;Réelle
11:30:00;1652;Réelle
11:00:00;1749;Réelle
10:30:00;1465;Réelle
10:00:00;1458;Réelle
09:30:00;2178;Réelle
09:00:00;2171;Réelle
08:30:00;1887;Réelle
08:00:00;1984;Réelle
07:30:00;1700;Réelle
07:00:00;1797;Réelle
06:30:00;1513;Réelle
06:00:00;1610;Réelle
05:30:00;2726;Réelle
05:00:00;1923;Réelle
04:30:00;2539;Réelle
04:00:00;2532;Réelle
03:30:00;2352;Réelle
03:00:00;2345;Réelle
02:30:00;2061;Réelle
02:00:00;2158;Réelle
01:30:00;2774;Réelle
01:00:00;1971;Réelle
00:30:00;2587;Réelle

26/01/2025;;
00:00:00;2653;Réelle
23:30:00;1769;Réelle
23:00:00;1762;Réelle
22:30:00;2378;Réelle
22:00:00;2475;Réelle
21:30:00;3091;Réelle
21:00:00;3188;Réelle
20:30:00;2904;Réelle
20:00:00;3001;Réelle
19:30:00;2717;Réelle
19:00:00;2814;Réelle
18:30:00;2530;Réelle
18:00:00;2523;Réelle
17:30:00;1443;Réelle
17:00:00;1436;Réelle
16:30:00;2052;Réelle
16:00:00;2149;Réelle
15:30:00;1865;Réelle
15:00:00;1962;Réelle
14:30:00;1678;Réelle
14:00:00;1775;Réelle
13:30:00;1491;Réelle
13:00:00;1588;Réelle
12:30:00;2204;Réelle
12:00:00;2197;Réelle
11:30:00;2017;Réelle
11:00:00;2010;Réelle
10:30:00;1726;Réelle
10:00:00;1823;Réelle
09:30:00;1539;Réelle
09:00:00;1636;Réelle
08:30:00;2252;Réelle
08:00:00;1449;Réelle
07:30:00;2065;Réelle
07:00:00;2162;Réelle
06:30:00;1878;Réelle
06:00:00;1871;Réelle
05:30:00;2191;Réelle
05:00:00;2184;Réelle
04:30:00;1900;Réelle
04:00:00;1997;Réelle
03:30:00;2613;Réelle
03:00:00;2710;Réelle
02:30:00;2426;Réelle
02:00:00;2523;Réelle
01:30:00;2239;Réelle
01:00:00;2336;Réelle
00:30:00;2052;Réelle

25/01/2025;;
00:00:00;2118;Réelle
23:30:00;2030;Réelle
23:00:00;2127;Réelle
22:30:00;2743;Réelle
22:00:00;2840;Réelle
21:30:00;2556;Réelle
21:00:00;2653;Réelle
20:30:00;2369;Réelle
20:00:00;2466;Réelle
19:30:00;3082;Réelle
19:00:00;3075;Réelle
18:30:00;2895;Réelle
18:00:00;2888;Réelle
17:30:00;1704;Réelle
17:00:00;1801;Réelle
16:30:00;1517;Réelle
16:00:00;1614;Réelle
15:30:00;2230;Réelle
15:00:00;1427;Réelle
14:30:00;2043;Réelle
14:00:00;2140;Réelle
13:30:00;1856;Réelle
13:00:00;1849;Réelle
12:30:00;1669;Réelle
12:00:00;1662;Réelle
11:30:00;2278;Réelle
11:00:00;1475;Réelle
10:30:00;2091;Réelle
10:00:00;2188;Réelle
09:30:00;1904;Réelle
09:00:00;2001;Réelle
08:30:00;1717;Réelle
08:00:00;1814;Réelle
07:30:00;1530;Réelle
07:00:00;1523;Réelle
06:30:00;2243;Réelle
06:00:00;2236;Réelle
05:30:00;2452;Réelle
05:00:00;2549;Réelle
04:30:00;2265;Réelle
04:00:00;2362;Réelle
03:30:00;2078;Réelle
03:00:00;2175;Réelle
02:30:00;2791;Réelle
02:00:00;1988;Réelle
01:30:00;2604;Réelle
01:00:00;2597;Réelle
00:30:00;2417;Réelle

24/01/2025;;
00:00:00;2483;Réelle
23:30:00;1495;Réelle
23:00:00;1592;Réelle
22:30:00;3108;Réelle
22:00:00;2305;Réelle
21:30:00;2921;Réelle
21:00:00;2914;Réelle
20:30:00;2734;Réelle
20:00:00;2727;Réelle
19:30:00;2443;Réelle
19:00:00;2540;Réelle
18:30:00;3156;Réelle
18:00:00;2353;Réelle
17:30:00;2069;Réelle
17:00:00;2166;Réelle
16:30:00;1882;Réelle
16:00:00;1979;Réelle
15:30:00;1695;Réelle
15:00:00;1688;Réelle
14:30:00;1508;Réelle
14:00:00;1501;Réelle
13:30:00;2117;Réelle
13:00:00;2214;Réelle
12:30:00;1930;Réelle
12:00:00;2027;Réelle
11:30:00;1743;Réelle
11:00:00;1840;Réelle
10:30:00;1556;Réelle
10:00:00;1653;Réelle
09:30:00;2269;Réelle
09:00:00;2262;Réelle
08:30:00;2082;Réelle
08:00:00;2075;Réelle
07:30:00;1791;Réelle
07:00:00;1888;Réelle
06:30:00;1604;Réelle
06:00:00;1701;Réelle
05:30:00;1917;Réelle
05:00:00;2014;Réelle
04:30:00;2630;Réelle
04:00:00;2727;Réelle
03:30:00;2443;Réelle
03:00:00;2540;Réelle
02:30:00;2256;Réelle
02:00:00;2249;Réelle
01:30:00;2069;Réelle
01:00:00;2062;Réelle
00:30:00;2678;Réelle

23/01/2025;;
00:00:00;1948;Réelle
23:30:00;1860;Réelle
23:00:00;1957;Réelle
22:30:00;2573;Réelle
22:00:00;2566;Réelle
21:30:00;2386;Réelle
21:00:00;2379;Réelle
20:30:00;2995;Réelle
20:00:00;3092;Réelle
19:30:00;2808;Réelle
19:00:00;2905;Réelle
18:30:00;2621;Réelle
18:00:00;2718;Réelle
17:30:00;1534;Réelle
17:00:00;1631;Réelle
16:30:00;2247;Réelle
16:00:00;2240;Réelle
15:30:00;2060;Réelle
15:00:00;2053;Réelle
14:30:00;1769;Réelle
14:00:00;1866;Réelle
13:30:00;1582;Réelle
13:00:00;1679;Réelle
12:30:00;2295;Réelle
12:00:00;1492;Réelle
11:30:00;2108;Réelle
11:00:00;2205;Réelle
10:30:00;1921;Réelle
10:00:00;1914;Réelle
09:30:00;1734;Réelle
09:00:00;1727;Réelle
08:30:00;1443;Réelle
08:00:00;1540;Réelle
07:30:00;2156;Réelle
07:00:00;2253;Réelle
06:30:00;1969;Réelle
06:00:00;2066;Réelle
05:30:00;2282;Réelle
05:00:00;2379;Réelle
04:30:00;2095;Réelle
04:00:00;2088;Réelle
03:30:00;1908;Réelle
03:00:00;1901;Réelle
02:30:00;2517;Réelle
02:00:00;2614;Réelle
01:30:00;2330;Réelle
01:00:00;2427;Réelle
00:30:00;2143;Réelle

22/01/2025;;
00:00:00;2209;Réelle
23:30:00;2225;Réelle
23:00:00;2218;Réelle
22:30:00;2834;Réelle
22:00:00;2931;Réelle
21:30:00;2647;Réelle
21:00:00;2744;Réelle
20:30:00;2460;Réelle
20:00:00;2557;Réelle
19:30:00;3173;Réelle
19:00:00;2370;Réelle
18:30:00;2986;Réelle
18:00:00;2979;Réelle
17:30:00;1899;Réelle
17:00:00;1892;Réelle
16:30:00;1608;Réelle
16:00:00;1705;Réelle
15:30:00;1421;Réelle
15:00:00;1518;Réelle
14:30:00;2134;Réelle
14:00:00;2231;Réelle
13:30:00;1947;Réelle
13:00:00;2044;Réelle
12:30:00;1760;Réelle
12:00:00;1857;Réelle
11:30:00;1573;Réelle
11:00:00;1566;Réelle
10:30:00;2286;Réelle
10:00:00;2279;Réelle
09:30:00;1995;Réelle
09:00:00;2092;Réelle
08:30:00;1808;Réelle
08:00:00;1905;Réelle
07:30:00;1621;Réelle
07:00:00;1718;Réelle
06:30:00;1434;Réelle
06:00:00;1531;Réelle
05:30:00;2647;Réelle
05:00:00;2640;Réelle
04:30:00;2460;Réelle
04:00:00;2453;Réelle
03:30:00;2169;Réelle
03:00:00;2266;Réelle
02:30:00;1982;Réelle
02:00:00;2079;Réelle
01:30:00;2695;Réelle
01:00:00;2792;Réelle
00:30:00;2508;Réelle

21/01/2025;;
00:00:00;2574;Réelle
23:30:00;1586;Réelle
23:00:00;1683;Réelle
22:30:00;3199;Réelle
22:00:00;2396;Réelle
21:30:00;3012;Réelle
21:00:00;3109;Réelle
20:30:00;2825;Réelle
20:00:00;2922;Réelle
19:30:00;2638;Réelle
19:00:00;2631;Réelle
18:30:00;2451;Réelle
18:00:00;2444;Réelle
17:30:00;2160;Réelle
17:00:00;2257;Réelle
16:30:00;1973;Réelle
16:00:00;2070;Réelle
15:30:00;1786;Réelle
15:00:00;1883;Réelle
14:30:00;1599;Réelle
14:00:00;1696;Réelle
13:30:00;1412;Réelle
13:00:00;1405;Réelle
12:30:00;2125;Réelle
12:00:00;2118;Réelle
11:30:00;1834;Réelle
11:00:00;1931;Réelle
10:30:00;1647;Réelle
10:00:00;1744;Réelle
09:30:00;1460;Réelle
09:00:00;1557;Réelle
08:30:00;2173;Réelle
08:00:00;2270;Réelle
07:30:00;1986;Réelle
07:00:00;1979;Réelle
06:30:00;1799;Réelle
06:00:00;1792;Réelle
05:30:00;2008;Réelle
05:00:00;2105;Réelle
04:30:00;2721;Réelle
04:00:00;1918;Réelle
03:30:00;2534;Réelle
03:00:00;2631;Réelle
02:30:00;2347;Réelle
02:00:00;2444;Réelle
01:30:00;2160;Réelle
01:00:00;2153;Réelle
00:30:00;1973;Réelle

20/01/2025;;
00:00:00;2039;Réelle
23:30:00;1951;Réelle
23:00:00;2048;Réelle
22:30:00;2664;Réelle
22:00:00;2761;Réelle
21:30:00;2477;Réelle
21:00:00;2574;Réelle
20:30:00;3190;Réelle
20:00:00;3183;Réelle
19:30:00;3003;Réelle
19:00:00;2996;Réelle
18:30:00;2712;Réelle
18:00:00;2809;Réelle
17:30:00;1625;Réelle
17:00:00;1722;Réelle
16:30:00;1438;Réelle
16:00:00;1535;Réelle
15:30:00;2151;Réelle
15:00:00;2248;Réelle
14:30:00;1964;Réelle
14:00:00;1957;Réelle
13:30:00;1777;Réelle
13:00:00;1770;Réelle
12:30:00;1486;Réelle
12:00:00;1583;Réelle
11:30:00;2199;Réelle
11:00:00;2296;Réelle
10:30:00;2012;Réelle
10:00:00;2109;Réelle
09:30:00;1825;Réelle
09:00:00;1922;Réelle
08:30:00;1638;Réelle
08:00:00;1631;Réelle
07:30:00;1451;Réelle
07:00:00;1444;Réelle
06:30:00;2060;Réelle
06:00:00;2157;Réelle
05:30:00;2373;Réelle
05:00:00;2470;Réelle
04:30:00;2186;Réelle
04:00:00;2283;Réelle
03:30:00;1999;Réelle
03:00:00;2096;Réelle
02:30:00;2712;Réelle
02:00:00;2705;Réelle
01:30:00;2525;Réelle
01:00:00;2518;Réelle
00:30:00;2234;Réelle

19/01/2025;;
00:00:00;2404;Réelle
23:30:00;1416;Réelle
23:00:00;1513;Réelle
22:30:00;3029;Réelle
22:00:00;3022;Réelle
21:30:00;2842;Réelle
21:00:00;2835;Réelle
20:30:00;2551;Réelle
20:00:00;2648;Réelle
19:30:00;2364;Réelle
19:00:00;2461;Réelle
18:30:00;3077;Réelle
18:00:00;3174;Réelle
17:30:00;1990;Réelle
17:00:00;2087;Réelle
16:30:00;1803;Réelle
16:00:00;1796;Réelle
15:30:00;1616;Réelle
15:00:00;1609;Réelle
14:30:00;2225;Réelle
14:00:00;1422;Réelle
13:30:00;2038;Réelle
13:00:00;2135;Réelle
12:30:00;1851;Réelle
12:00:00;1948;Réelle
11:30:00;1664;Réelle
11:00:00;1761;Réelle
10:30:00;1477;Réelle
10:00:00;1470;Réelle
09:30:00;2190;Réelle
09:00:00;2183;Réelle
08:30:00;1899;Réelle
08:00:00;1996;Réelle
07:30:00;1712;Réelle
07:00:00;1809;Réelle
06:30:00;1525;Réelle
06:00:00;1622;Réelle
05:30:00;2738;Réelle
05:00:00;1935;Réelle
04:30:00;2551;Réelle
04:00:00;2544;Réelle
03:30:00;2364;Réelle
03:00:00;2357;Réelle
02:30:00;2073;Réelle
02:00:00;2170;Réelle
01:30:00;2786;Réelle
01:00:00;1983;Réelle
00:30:00;2599;Réelle

18/01/2025;;
00:00:00;2665;Réelle
23:30:00;1781;Réelle
23:00:00;1774;Réelle
22:30:00;2494;Réelle
22:00:00;2487;Réelle
21:30:00;3103;Réelle
21:00:00;2300;Réelle
20:30:00;2916;Réelle
20:00:00;3013;Réelle
19:30:00;2729;Réelle
19:00:00;2826;Réelle
18:30:00;2542;Réelle
18:00:00;2639;Réelle
17:30:00;1455;Réelle
17:00:00;1448;Réelle
16:30:00;2168;Réelle
16:00:00;2161;Réelle
15:30:00;1877;Réelle
15:00:00;1974;Réelle
14:30:00;1690;Réelle
14:00:00;1787;Réelle
13:30:00;1503;Réelle
13:00:00;1600;Réelle
12:30:00;2216;Réelle
12:00:00;1413;Réelle
11:30:00;2029;Réelle
11:00:00;2022;Réelle
10:30:00;1842;Réelle
10:00:00;1835;Réelle
09:30:00;1551;Réelle
09:00:00;1648;Réelle
08:30:00;2264;Réelle
08:00:00;1461;Réelle
07:30:00;2077;Réelle
07:00:00;2174;Réelle
06:30:00;1890;Réelle
06:00:00;1987;Réelle
05:30:00;2203;Réelle
05:00:00;2196;Réelle
04:30:00;2016;Réelle
04:00:00;2009;Réelle
03:30:00;2625;Réelle
03:00:00;2722;Réelle
02:30:00;2438;Réelle
02:00:00;2535;Réelle
01:30:00;2251;Réelle
01:00:00;2348;Réelle
00:30:00;2064;Réelle

17/01/2025;;
00:00:00;2130;Réelle
23:30:00;2042;Réelle
23:00:00;2139;Réelle
22:30:00;2755;Réelle
22:00:00;2852;Réelle
21:30:00;2568;Réelle
21:00:00;2665;Réelle
20:30:00;2381;Réelle
20:00:00;2478;Réelle
19:30:00;3094;Réelle
19:00:00;3087;Réelle
18:30:00;2907;Réelle
18:00:00;2900;Réelle
17:30:00;1716;Réelle
17:00:00;1813;Réelle
16:30:00;1529;Réelle
16:00:00;1626;Réelle
15:30:00;2242;Réelle
15:00:00;1439;Réelle
14:30:00;2055;Réelle
14:00:00;2152;Réelle
13:30:00;1868;Réelle
13:00:00;1861;Réelle
12:30:00;1681;Réelle
12:00:00;1674;Réelle
11:30:00;2290;Réelle
11:00:00;1487;Réelle
10:30:00;2103;Réelle
10:00:00;2200;Réelle
09:30:00;1916;Réelle
09:00:00;2013;Réelle
08:30:00;1729;Réelle
08:00:00;1826;Réelle
07:30:00;1542;Réelle
07:00:00;1535;Réelle
06:30:00;2255;Réelle
06:00:00;2248;Réelle
05:30:00;2464;Réelle
05:00:00;2561;Réelle
04:30:00;2277;Réelle
04:00:00;2374;Réelle
03:30:00;2090;Réelle
03:00:00;2187;Réelle
02:30:00;1903;Réelle
02:00:00;2000;Réelle
01:30:00;2616;Réelle
01:00:00;2609;Réelle
00:30:00;2429;Réelle

16/01/2025;;
00:00:00;2495;Réelle
23:30:00;1507;Réelle
23:00:00;1604;Réelle
22:30:00;3120;Réelle
22:00:00;2317;Réelle
21:30:00;2933;Réelle
21:00:00;3030;Réelle
20:30:00;2746;Réelle
20:00:00;2739;Réelle
19:30:00;2559;Réelle
19:00:00;2552;Réelle
18:30:00;3168;Réelle
18:00:00;2365;Réelle
17:30:00;2081;Réelle
17:00:00;2178;Réelle
16:30:00;1894;Réelle
16:00:00;1991;Réelle
15:30:00;1707;Réelle
15:00:00;1804;Réelle
14:30:00;1520;Réelle
14:00:00;1513;Réelle
13:30:00;2233;Réelle
13:00:00;2226;Réelle
12:30:00;1942;Réelle
12:00:00;2039;Réelle
11:30:00;1755;Réelle
11:00:00;1852;Réelle
10:30:00;1568;Réelle
10:00:00;1665;Réelle
09:30:00;2281;Réelle
09:00:00;1478;Réelle
08:30:00;2094;Réelle
08:00:00;2087;Réelle
07:30:00;1907;Réelle
07:00:00;1900;Réelle
06:30:00;1616;Réelle
06:00:00;1713;Réelle
05:30:00;1929;Réelle
05:00:00;2026;Réelle
04:30:00;2642;Réelle
04:00:00;2739;Réelle
03:30:00;2455;Réelle
03:00:00;2552;Réelle
02:30:00;2268;Réelle
02:00:00;2261;Réelle
01:30:00;2081;Réelle
01:00:00;2074;Réelle
00:30:00;2690;Réelle

15/01/2025;;
00:00:00;1960;Réelle
23:30:00;1872;Réelle
23:00:00;1969;Réelle
22:30:00;2585;Réelle
22:00:00;2578;Réelle
21:30:00;2398;Réelle
21:00:00;2391;Réelle
20:30:00;3007;Réelle
20:00:00;3104;Réelle
19:30:00;2820;Réelle
19:00:00;2917;Réelle
18:30:00;2633;Réelle
18:00:00;2730;Réelle
17:30:00;1546;Réelle
17:00:00;1643;Réelle
16:30:00;2259;Réelle
16:00:00;2252;Réelle
15:30:00;2072;Réelle
15:00:00;2065;Réelle
14:30:00;1781;Réelle
14:00:00;1878;Réelle
13:30:00;1594;Réelle
13:00:00;1691;Réelle
12:30:00;1407;Réelle
12:00:00;1504;Réelle
11:30:00;2120;Réelle
11:00:00;2217;Réelle
10:30:00;1933;Réelle
10:00:00;1926;Réelle
09:30:00;1746;Réelle
09:00:00;1739;Réelle
08:30:00;1455;Réelle
08:00:00;1552;Réelle
07:30:00;2168;Réelle
07:00:00;2265;Réelle
06:30:00;1981;Réelle
06:00:00;2078;Réelle
05:30:00;2294;Réelle
05:00:00;2391;Réelle
04:30:00;2107;Réelle
04:00:00;2100;Réelle
03:30:00;1920;Réelle
03:00:00;1913;Réelle
02:30:00;2529;Réelle
02:00:00;2626;Réelle
01:30:00;2342;Réelle
01:00:00;2439;Réelle
00:30:00;2155;Réelle

14/01/2025;;
00:00:00;2221;Réelle
23:30:00;2237;Réelle
23:00:00;2230;Réelle
22:30:00;2950;Réelle
22:00:00;2943;Réelle
21:30:00;2659;Réelle
21:00:00;2756;Réelle
20:30:00;2472;Réelle
20:00:00;2569;Réelle
19:30:00;3185;Réelle
19:00:00;2382;Réelle
18:30:00;2998;Réelle
18:00:00;3095;Réelle
17:30:00;1911;Réelle
17:00:00;1904;Réelle
16:30:00;1724;Réelle
16:00:00;1717;Réelle
15:30:00;1433;Réelle
15:00:00;1530;Réelle
14:30:00;2146;Réelle
14:00:00;2243;Réelle
13:30:00;1959;Réelle
13:00:00;2056;Réelle
12:30:00;1772;Réelle
12:00:00;1869;Réelle
11:30:00;1585;Réelle
11:00:00;1578;Réelle
10:30:00;2298;Réelle
10:00:00;2291;Réelle
09:30:00;2007;Réelle
09:00:00;2104;Réelle
08:30:00;1820;Réelle
08:00:00;1917;Réelle
07:30:00;1633;Réelle
07:00:00;1730;Réelle
06:30:00;1446;Réelle
06:00:00;1543;Réelle
05:30:00;2659;Réelle
